pl_name,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,pl_insol,pl_orbsmax,pl_orbper,st_spectype,st_teff,st_rad,st_mass,discoverymethod,disc_year,disc_facility,sy_dist,pl_type
HD 73267 c,HD 73267,12.8,1.15,1630.77755632,5.131,0.089,,,12.688,17071.78045,K0 V,5387.0,0.909,0.93,Radial Velocity,2022.0,Multiple Observatories,50.4093,Gas Giant
HD 73344 b,HD 73344,2.884,0.25729369,10.48,0.03297377,0.03,911.0,111.9729,0.131,15.611,F6 V,6252.6,1.22,1.2,Transit,2024.0,K2,35.26,Neptunian
HD 73344 c,HD 73344,13.5,1.2,118.54999581,0.373,0.124,,,0.3388,65.94,F6 V,6148.0,1.22,1.19,Radial Velocity,2025.0,Multiple Observatories,35.26,Gas Giant
HD 73344 d,HD 73344,13.2,1.18,810.46243785,2.55,0.18,,,6.7,5823.0,F6 V,6148.0,1.22,1.19,Radial Velocity,2025.0,Multiple Observatories,35.26,Gas Giant
HD 73526 b,HD 73526,13.1,1.17,978.9164,3.08,0.19,,,0.65,188.3,G6 V,5601.0,1.53,1.14,Radial Velocity,2002.0,Anglo-Australian Telescope,97.2396,Gas Giant
HD 73526 c,HD 73526,13.3,1.19,715.09,2.25,0.28,,,1.03,379.1,G6 V,5601.0,1.53,1.014,Radial Velocity,2005.0,Anglo-Australian Telescope,97.2396,Gas Giant
HD 73534 b,HD 73534,13.7,1.23,353.42696,1.112,0.126,,,2.99,1750.0,G5,4917.0,2.58,1.16,Radial Velocity,2008.0,W. M. Keck Observatory,83.3321,Gas Giant
HD 73583 b,HD 73583,2.79,0.24890756,10.2,0.03209279,0.09,714.0,43.3,0.0604,6.398042,K4 V,4511.0,0.65,0.73,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),31.5666,Neptunian
HD 73583 c,HD 73583,2.39,0.21322189,9.7,0.03051961,0.08,498.0,10.2,0.1242,18.87974,K4 V,4511.0,0.65,0.73,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),31.5666,Super-Earth
HD 74156 b,HD 74156,13.5,1.2,532.36258173,1.675,0.636,,,0.28,51.63564,G0,6068.0,1.510576,1.1,Radial Velocity,2003.0,Haute-Provence Observatory,57.603,Gas Giant
HD 74156 c,HD 74156,12.5,1.12,2753.98314665,8.665,0.377,,,3.678,2448.48726,G0,6068.0,1.510576,1.1,Radial Velocity,2003.0,Haute-Provence Observatory,57.603,Gas Giant
HD 7449 b,HD 7449,12.6,1.12,2597.92939882,8.174,0.752,,,2.438,1270.55195,F9.5 V,6024.0,0.97,1.196,Radial Velocity,2011.0,La Silla Observatory,38.662,Gas Giant
HD 74698 b,HD 74698,5.12,0.457,23.0,0.07,0.1,,123.0,0.121,15.017,G5 V,5783.0,1.333,1.039,Radial Velocity,2023.0,La Silla Observatory,52.0648,Neptunian
HD 74698 c,HD 74698,14.0,1.24,126.0,0.4,0.2,,0.088,4.5,3449.0,G5 V,5783.0,1.333,1.039,Radial Velocity,2023.0,La Silla Observatory,52.0648,Gas Giant
HD 75289 b,HD 75289,14.2,1.27,155.7367,0.49,0.03,1260.0,,0.05,3.50927,G0,6117.0,1.23,1.29,Radial Velocity,1999.0,La Silla Observatory,29.1158,Gas Giant
HD 75302 b,HD 75302,12.8,1.14,1716.2733978,5.4,0.39,,,5.3,4356.0,G5 V,5697.46,0.940904,1.06,Radial Velocity,2023.0,La Silla Observatory,30.3288,Gas Giant
HD 75784 b,HD 75784,13.8,1.23,317.83,1.0,0.097,,,1.032,341.2,G5,4867.0,3.4,1.26,Radial Velocity,2014.0,W. M. Keck Observatory,85.4321,Gas Giant
HD 75784 c,HD 75784,12.8,1.14,1792.5612,5.64,0.489,,,8.4,7900.0,G5,4867.0,3.4,1.26,Radial Velocity,2018.0,W. M. Keck Observatory,85.4321,Gas Giant
HD 75898 b,HD 75898,13.2,1.18,810.46243785,2.55,0.105,,,1.2025,422.82,F8 V,6122.0,1.55,1.295,Radial Velocity,2007.0,W. M. Keck Observatory,78.0505,Gas Giant
HD 75898 c,HD 75898,12.6,1.12,2698.36317543,8.49,0.08,,,7.39,6717.0,F8 V,6122.0,1.55,1.295,Radial Velocity,2024.0,Multiple Observatories,78.0505,Gas Giant
HD 76700 b,HD 76700,9.6,0.856,66.7443,0.21,0.09,,,0.05,3.97097,G6 V,5644.0,1.37,0.99,Radial Velocity,2002.0,Anglo-Australian Telescope,60.8831,Gas Giant
HD 76920 b,HD 76920,13.1,1.17,994.80291391,3.13,0.8782,,,1.091,415.891,K1 III,4664.0,8.33,1.0,Radial Velocity,2017.0,Multiple Observatories,184.031,Gas Giant
HD 77338 b,HD 77338,4.12,0.368,15.9,0.05,0.09,,,0.06,5.7361,K0 IV,5341.0,0.97,1.37,Radial Velocity,2012.0,La Silla Observatory,45.935,Neptunian
HD 77946 b,HD 77946,2.89646124,0.25840541,10.9,0.03429524,0.211,1128.86,413.1008,0.073,6.527363,F5,6007.0,1.3174,1.1973,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),99.451,Neptunian
HD 79181 b,HD 79181,14.1,1.26,203.41018048,0.64,0.259,,,0.9,273.1,G8 III,4862.0,11.06,1.28,Radial Velocity,2021.0,Okayama Astrophysical Observatory,103.335,Gas Giant
HD 79498 b,HD 79498,13.6,1.22,425.8922,1.34,0.575,,,2.98,1807.0,G5,5748.0,1.05,1.08,Radial Velocity,2011.0,McDonald Observatory,48.9489,Gas Giant
HD 80606 b,HD 80606,11.56766808,1.032,1323.46926959,4.1641,0.93183,405.0,,0.4603,111.436765,G5,5565.0,1.05,1.05,Radial Velocity,2001.0,Multiple Observatories,66.4711,Gas Giant
HD 80653 b,HD 80653,1.613,0.14390247,5.72,0.01799713,0.0,2463.0,6130.0,0.01661,0.719573,G2,5959.0,1.22,1.18,Transit,2020.0,K2,109.86,Super-Earth
HD 80869 b,HD 80869,12.8,1.15,1609.80088146,5.065,0.924,203.2,0.142,2.905,1752.92067,G5,5837.0,1.062,1.06,Radial Velocity,2021.0,Haute-Provence Observatory,85.3951,Gas Giant
HD 80883 b,HD 80883,12.8,1.14,1748.0562385,5.5,0.203,,,6.462,6383.78352,,5177.91,0.814842,0.88,Radial Velocity,2022.0,Multiple Observatories,34.6011,Gas Giant
HD 80913 b,HD 80913,12.0,1.07,7505.2000029,23.614,0.313,,,9.95,10839.83341,,6013.24,1.6542,1.11,Radial Velocity,2022.0,Multiple Observatories,61.3603,Gas Giant
HD 81040 b,HD 81040,12.6,1.13,2301.07766668,7.24,0.525,,,1.946,1002.7,G2/G3,5755.0,0.91,0.99,Radial Velocity,2005.0,Multiple Observatories,34.4341,Gas Giant
HD 81688 b,HD 81688,13.5,1.2,525.68818518,1.654,0.04,,,0.648,183.93,K0 III-IV,4797.0,11.13,1.07,Radial Velocity,2007.0,Okayama Astrophysical Observatory,85.7183,Gas Giant
HD 81817 b,HD 81817,12.0,1.07,7668.5638041,24.128,0.097,,,3.233,1021.20159,K3 III,4140.0,83.8,4.3,Radial Velocity,2020.0,Bohyunsan Optical Astronomical Observatory,269.126,Gas Giant
HD 81817 c,HD 81817,12.0,1.07,7185.78245386,22.609,0.095,,,2.325,622.97802,K3 III,4140.0,83.8,4.3,Radial Velocity,2022.0,Multiple Observatories,269.126,Gas Giant
HD 82886 b,HD 82886,13.3,1.19,740.5439,2.33,0.07,,,1.58,705.0,G0,4953.0,5.26,2.53,Radial Velocity,2011.0,W. M. Keck Observatory,127.061,Gas Giant
HD 82943 b,HD 82943,13.5,1.2,534.25,1.681,0.162,,,1.18306,441.47,G2/3V,5935.0,1.1826,1.08,Radial Velocity,2003.0,La Silla Observatory,27.5902,Gas Giant
HD 82943 c,HD 82943,13.4,1.2,622.603,1.959,0.3663,,,0.74345,220.078,G2/3V,5935.0,1.1826,1.08,Radial Velocity,2003.0,La Silla Observatory,27.5902,Gas Giant
HD 8326 b,HD 8326,9.58,0.855,66.6,0.20954598,0.2,,,0.533,158.991,K2 V,4914.0,0.783181,0.8,Radial Velocity,2019.0,Las Campanas Observatory,30.6862,Gas Giant
HD 83443 b,HD 83443,14.1,1.25,127.76701961,0.402,0.012,,,0.0406,2.985628,K0 V,5442.0,0.94,1.0,Radial Velocity,2002.0,Multiple Observatories,40.8991,Gas Giant
HD 83443 c,HD 83443,13.6,1.21,476.7426105,1.5,0.76,,,8.0,8241.0,K0 V,5442.0,0.94,1.0,Radial Velocity,2022.0,Multiple Observatories,40.8991,Gas Giant
HD 8535 b,HD 8535,14.0,1.25,216.1244,0.68,0.15,,,2.45,1313.0,G0 V,6136.0,1.19,1.13,Radial Velocity,2010.0,La Silla Observatory,55.4401,Gas Giant
HD 85390 b,HD 85390,6.16,0.55,31.46517,0.099,0.5,,,1.373,799.52,K1.5 V,5186.0,0.8,0.758,Radial Velocity,2009.0,La Silla Observatory,33.5225,Gas Giant
HD 8574 b,HD 8574,13.4,1.19,645.1949,2.03,0.3,,,0.76,227.0,F8,6064.0,1.38,1.34,Radial Velocity,2002.0,Haute-Provence Observatory,44.8264,Gas Giant
HD 86065 b,HD 86065,12.5,1.12,2877.30056857,9.053,0.219,,,15.947,25775.78859,,4927.56,0.780347,0.81,Radial Velocity,2022.0,Multiple Observatories,40.3661,Gas Giant
HD 86081 b,HD 86081,13.6,1.21,470.3884,1.48,0.0119,,,0.0346,2.1378431,F8,5939.0,1.46,1.21,Radial Velocity,2006.0,W. M. Keck Observatory,103.936,Gas Giant
HD 86226 b,HD 86226,14.3,1.28,143.0235,0.45,0.059,176.0,,2.73,1628.0,G1 V,5863.0,1.053,1.019,Radial Velocity,2009.0,Las Campanas Observatory,45.683,Gas Giant
HD 86226 c,HD 86226,2.16,0.19270229,7.25,0.02281094,0.075,1311.0,647.901,0.049,3.98442,G1 V,5863.0,1.053,1.019,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),45.683,Super-Earth
HD 86264 b,HD 86264,12.5,1.11,3117.26101586,9.808,0.821,,,2.763,1488.79123,F7 V,6210.0,1.88,1.26,Radial Velocity,2009.0,Lick Observatory,67.8107,Gas Giant
HD 86728 b,HD 86728,3.03,0.27,9.43,0.0296701,0.067,,,0.1916,31.1515,G1V,5610.0,1.237,0.967,Radial Velocity,2025.0,Multiple Observatories,14.9202,Neptunian
HD 8673 b,HD 8673,12.3,1.1,4210.59073594,13.248,0.73,,,2.97,1644.69097,F5,6389.05,1.50225,1.28,Radial Velocity,2009.0,Thueringer Landessternwarte Tautenburg,37.8619,Gas Giant
HD 86950 b,HD 86950,13.0,1.16,1144.188,3.6,0.17,,,2.72,1270.0,K1 III,4805.0,8.8,1.66,Radial Velocity,2016.0,Multiple Observatories,209.839,Gas Giant
HD 87646 b,HD 87646,12.4,1.1,3941.092,12.4,0.05,,,0.117,13.481,G,5770.0,1.55,1.12,Radial Velocity,2016.0,Apache Point Observatory,73.58352,Gas Giant
HD 87816 b,HD 87816,12.7,1.13,2142.16346318,6.74,0.78,,,1.618,484.17,K0 III,4989.0,9.0,2.41,Radial Velocity,2025.0,La Silla Observatory,133.233,Gas Giant
HD 87816 c,HD 87816,12.4,1.1,3877.5065654,12.2,0.19,,,10.14,7596.0,K0 III,4989.0,9.0,2.41,Radial Velocity,2025.0,La Silla Observatory,133.233,Gas Giant
HD 87883 b,HD 87883,12.7,1.14,2005.49724817,6.31,0.72,,,3.77,3006.0,K0,4980.0,0.798557,0.8,Radial Velocity,2009.0,Lick Observatory,18.2912,Gas Giant
HD 88072 b,HD 88072,12.6,1.12,2511.79790052,7.903,0.156,,,13.895,18538.79293,,5785.33,1.032,1.04,Radial Velocity,2022.0,Multiple Observatories,35.9098,Gas Giant
HD 88133 b,HD 88133,13.8,1.23,324.1866,1.02,0.031,,,0.0479,3.414884,G5,5392.0,2.2,1.26,Radial Velocity,2004.0,W. M. Keck Observatory,73.6123,Gas Giant
HD 88986 b,HD 88986,2.49,0.2221433,17.2,0.05411725,0.24,460.0,,0.58,146.05,G2 V,5861.0,1.543,1.25,Radial Velocity,2023.0,Haute-Provence Observatory,33.2673,Super-Earth
HD 89307 b,HD 89307,13.4,1.19,642.01338214,2.02,0.2,,,3.27,2166.0,G0 V,5955.0,1.1,1.27,Radial Velocity,2009.0,Lick Observatory,32.0104,Gas Giant
HD 89345 b,HD 89345,7.39794,0.66,34.9613,0.11,0.22,1089.0,275.6427,0.1066,11.8143,G5,5576.0,1.747,1.157,Transit,2018.0,K2,132.345,Gas Giant
HD 89744 b,HD 89744,12.6,1.12,2653.8805,8.35,0.677,,,0.917,256.78,F7 V,6291.0,2.13257,1.86,Radial Velocity,1999.0,Fred Lawrence Whipple Observatory,38.6364,Gas Giant
HD 89839 b,HD 89839,12.8,1.14,1748.0562385,5.5,0.185,,,4.713,3391.2,F7 V,6314.0,1.28588,1.21,Radial Velocity,2023.0,Multiple Facilities,57.3063,Gas Giant
HD 90156 b,HD 90156,4.43,0.395,17.98,0.057,0.31,,,0.25,49.77,G5V,5599.0,0.920286,0.84,Radial Velocity,2009.0,La Silla Observatory,21.9496,Neptunian
HD 9174 b,HD 9174,13.7,1.23,352.7913,1.11,0.12,,,2.2,1179.0,G8 IV,5577.0,1.67,1.03,Radial Velocity,2016.0,Multiple Observatories,81.4893,Gas Giant
HD 92788 b,HD 92788,13.0,1.16,1195.0408,3.76,0.35,,,0.97,325.803,G6 V,5744.0,1.14,1.15,Radial Velocity,2000.0,Multiple Observatories,34.6538,Gas Giant
HD 92788 c,HD 92788,13.0,1.16,1166.4361,3.67,0.46,,,10.5,11611.2975,G6 V,5744.0,1.14,1.15,Radial Velocity,2019.0,La Silla Observatory,34.6538,Gas Giant
HD 93083 b,HD 93083,13.4,1.2,117.59,0.37,0.14,,,0.477,143.58,K3 V,4995.0,0.850835,0.7,Radial Velocity,2005.0,La Silla Observatory,28.5159,Gas Giant
HD 93351 b,HD 93351,1.69,0.151,3.49611248,0.011,0.549,,,0.035,2.45946,,5408.0,0.911435,0.94,Radial Velocity,2022.0,Multiple Observatories,56.163,Super-Earth
HD 93351 c,HD 93351,12.3,1.1,4154.01727949,13.07,0.109,,,11.154,14010.2941,,5408.0,0.911435,0.94,Radial Velocity,2022.0,Multiple Observatories,56.163,Gas Giant
HD 93385 b,HD 93385,1.88,0.168,4.2,0.01321468,0.295,,,0.0756,7.3426,G2/G3 V,5977.0,1.18484,1.04,Radial Velocity,2021.0,La Silla Observatory,43.3475,Super-Earth
HD 93385 c,HD 93385,2.56,0.229,7.1,0.0223391,0.2,,,0.112,13.18,G2/G3 V,5977.0,1.18484,1.04,Radial Velocity,2021.0,La Silla Observatory,43.3475,Neptunian
HD 93385 d,HD 93385,2.89,0.258,8.7,0.02737326,0.09,,,0.2565,45.85,G2/G3 V,5977.0,1.18484,1.04,Radial Velocity,2021.0,La Silla Observatory,43.3475,Neptunian
HD 93963 A b,HD 93963 A,1.46954368,0.13110413,2.8,0.00880979,0.0,1842.23,2898.0,0.02061,1.0376109,G0 V,5908.0,1.0311,1.0844,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),82.3432,Terrestrial
HD 93963 A c,HD 93963 A,3.11976057,0.27832688,18.4,0.05789287,0.0,1212.45,543.8,0.04726,3.6451389,G0 V,5908.0,1.0311,1.0844,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),82.3432,Neptunian
HD 9446 b,HD 9446,14.0,1.25,222.472,0.7,0.2,,,0.189,30.052,G5 V,5793.0,1.0,1.0,Radial Velocity,2009.0,Haute-Provence Observatory,50.3503,Gas Giant
HD 9446 c,HD 9446,13.4,1.2,578.426,1.82,0.06,,,0.654,192.9,G5 V,5793.0,1.0,1.0,Radial Velocity,2009.0,Haute-Provence Observatory,50.3503,Gas Giant
HD 94771 b,HD 94771,14.2,1.27,169.0,0.53,0.39,,0.271,3.48,2164.0,G3/G5 V,5631.0,1.903,1.2,Radial Velocity,2023.0,La Silla Observatory,57.7807,Gas Giant
HD 94834 b,HD 94834,13.7,1.22,400.4658,1.26,0.14,,,2.74,1576.0,K0,4798.0,4.2,1.11,Radial Velocity,2018.0,W. M. Keck Observatory,98.1609,Gas Giant
HD 94890 b,HD 94890,13.3,1.19,676.97450691,2.13,0.22,,,2.07,824.61,K0 III,4867.0,10.71,1.74,Radial Velocity,2025.0,La Silla Observatory,61.7012,Gas Giant
HD 94890 c,HD 94890,12.5,1.12,2831.85110637,8.91,0.05,,,4.33,2492.19,K0 III,4867.0,10.71,1.74,Radial Velocity,2025.0,La Silla Observatory,61.7012,Gas Giant
HD 95086 b,HD 95086,12.9,1.15,1589.0,5.0,,1000.0,,55.7,,A8 III,7595.0,1.48667,1.6,Imaging,2013.0,Paranal Observatory,86.2279,Gas Giant
HD 95089 b,HD 95089,13.7,1.22,400.4658,1.26,0.119,,,1.36,464.4,G8/K0 IV,4918.0,5.08,1.54,Radial Velocity,2009.0,W. M. Keck Observatory,136.957,Gas Giant
HD 95089 c,HD 95089,13.1,1.17,1096.5135,3.45,0.284,,,3.33,1785.0,G8/K0 IV,4918.0,5.08,1.54,Radial Velocity,2018.0,W. M. Keck Observatory,136.957,Gas Giant
HD 95127 b,HD 95127,12.4,1.11,3378.5329,10.63,0.11,,,1.28,482.0,K0,4218.0,41.01,3.7,Radial Velocity,2015.0,McDonald Observatory,676.579,Gas Giant
HD 95338 b,HD 95338,4.27174254,0.3811,42.9,0.135,0.197,443.0,7.42,0.262,55.082694,K0.5 V,5097.0,0.868,0.848,Radial Velocity,2020.0,Las Campanas Observatory,36.9941,Neptunian
HD 95544 b,HD 95544,12.8,1.14,1913.64483855,6.021,0.049,156.5,0.1,3.166,2041.54152,G0,5722.0,1.088,1.01,Radial Velocity,2021.0,Haute-Provence Observatory,87.8049,Gas Giant
HD 95735 c,GJ 411,3.76,0.335,13.6,0.04279039,0.132,,,2.94,2946.0,M1.5 V,3719.0,0.3685,0.3899,Radial Velocity,2021.0,Multiple Observatories,5.675773,Neptunian
HD 95872 b,HD 95872,13.0,1.16,1188.6842,3.74,0.06,,,5.15,4375.0,K0 V,5312.0,0.84,0.7,Radial Velocity,2015.0,Multiple Facilities,72.2195,Gas Giant
HD 96063 b,HD 96063,13.7,1.22,403.6441,1.27,0.17,,,1.11,362.5,G6 V,5020.0,4.75,1.37,Radial Velocity,2011.0,W. M. Keck Observatory,140.065,Gas Giant
HD 96127 b,HD 96127,12.1,1.08,6661.7168,20.96,0.3,,,1.42,647.29999,K2 III,3943.0,51.1,10.94,Radial Velocity,2011.0,McDonald Observatory,587.659,Gas Giant
HD 96167 b,HD 96167,14.0,1.25,227.88411,0.717,0.685,,,1.332,498.04,G5,5733.0,1.94,1.27,Radial Velocity,2009.0,W. M. Keck Observatory,85.3006,Gas Giant
HD 96700 b,HD 96700,2.93,0.261,8.9,0.02800253,0.138,,,0.0777,8.1245,G0 V,5845.0,1.16,0.89,Radial Velocity,2021.0,La Silla Observatory,25.4111,Neptunian
HD 96700 c,HD 96700,1.69,0.151,3.5,0.01101223,0.293,,,0.141,19.88,G0 V,5845.0,1.16,0.89,Radial Velocity,2021.0,La Silla Observatory,25.4111,Super-Earth
HD 96700 d,HD 96700,3.61,0.322,12.7,0.03995867,0.27,,,0.424,103.5,G0 V,5845.0,1.16,0.89,Radial Velocity,2021.0,La Silla Observatory,25.4111,Neptunian
HD 96992 b,HD 96992,13.7,1.22,362.3262,1.14,0.41,,,1.24,514.0,K0,4725.0,7.43,0.96,Radial Velocity,2021.0,Multiple Observatories,396.082,Gas Giant
HD 97037 b,HD 97037,12.1,1.08,6707.76852973,21.105,0.357,,,6.925,6449.08337,,5874.1,1.26356,1.06,Radial Velocity,2022.0,Multiple Observatories,32.413,Gas Giant
HD 97048 b,HD 97048,13.3,1.18,794.575,2.5,,,,130.0,,Be9.5/AO,10000.0,2.25,2.4,Disk Kinematics,2019.0,Atacama Large Millimeter Array (ALMA),183.857,Gas Giant
HD 97658 b,HD 97658,2.12,0.18913406,8.3,0.02611472,0.05,751.0,41.924,0.0805,9.4897116,K1 V,5212.0,0.728,0.85,Radial Velocity,2010.0,W. M. Keck Observatory,21.5618,Super-Earth
HD 98219 b,HD 98219,13.4,1.2,624.21812,1.964,0.079,,,1.26,433.8,K0 III/IV,4925.0,4.6,1.41,Radial Velocity,2011.0,W. M. Keck Observatory,113.704,Gas Giant
HD 98649 b,HD 98649,12.5,1.11,3082.9355479,9.7,0.852,,,5.97,5384.0,G3/G5 V,5759.0,1.01,0.97,Radial Velocity,2012.0,La Silla Observatory,42.1727,Gas Giant
HD 98736 b,HD 98736,13.3,1.19,740.5439,2.33,0.226,,,1.864,968.8,G5,5271.0,0.93,0.92,Radial Velocity,2018.0,W. M. Keck Observatory,32.4459,Gas Giant
HD 99109 b,HD 99109,14.3,1.28,139.8452,0.44,0.09,,,1.11,439.29999,G8/K0 IV,5282.0,0.98,0.76,Radial Velocity,2005.0,W. M. Keck Observatory,54.7901,Gas Giant
HD 99283 b,HD 99283,13.8,1.23,308.29355479,0.97,0.2,,,1.08,310.4,K0 III,4886.0,11.21,1.76,Radial Velocity,2021.0,Okayama Astrophysical Observatory,111.093,Gas Giant
HD 99492 b,HD 99492,5.44,0.486,25.5,0.08023197,0.034,,,0.12,17.0503,K2 V,4929.0,0.822539,0.85,Radial Velocity,2004.0,W. M. Keck Observatory,18.2038,Neptunian
HD 99706 b,HD 99706,13.7,1.22,390.9309,1.23,0.25,,,1.98,841.0,K0,4862.0,5.52,1.46,Radial Velocity,2011.0,W. M. Keck Observatory,146.6,Gas Giant
HIP 105854 b,HIP 105854,12.6,1.12,2606.1,8.2,0.02,,,0.81,184.2,K2 III,4780.0,10.305119,2.1,Radial Velocity,2014.0,Multiple Observatories,78.6381,Gas Giant
HIP 107772 b,HIP 107772,3.64,0.325,12.9,0.04058774,0.18,,,0.243,55.199,M0 V,4006.0,0.513922,0.63,Radial Velocity,2020.0,Multiple Observatories,23.6434,Neptunian
HIP 107773 b,HIP 107773,13.4,1.19,629.3034,1.98,0.09,,,0.72,144.3,K1 III,4945.0,11.6,2.42,Radial Velocity,2015.0,Multiple Observatories,105.18,Gas Giant
HIP 109384 b,HIP 109384,13.5,1.21,495.8148,1.56,0.549,,,1.134,499.48,G5,5180.0,0.831075,0.78,Radial Velocity,2016.0,Haute-Provence Observatory,58.9582,Gas Giant
HIP 109600 b,HIP 109600,13.2,1.18,851.7844,2.68,0.163,,,0.706,232.08,G5,5530.0,0.971958,0.87,Radial Velocity,2016.0,Haute-Provence Observatory,66.3361,Gas Giant
HIP 111909 b,HIP 111909,13.7,1.22,384.57237247,1.21,,,,1.32,487.08,K1 III,4891.0,4.53,1.28,Radial Velocity,2025.0,Multiple Observatories,88.077,Gas Giant
HIP 111909 c,HIP 111909,13.9,1.24,257.44100967,0.81,,,,1.97,893.63,K1 III,4891.0,4.53,1.28,Radial Velocity,2025.0,Multiple Observatories,88.077,Gas Giant
HIP 113103 b,HIP 113103,1.829,0.16317273,4.0,0.0126,0.17,721.0,,0.06899,7.610303,,4930.0,0.742,0.761,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),46.2122,Super-Earth
HIP 113103 c,HIP 113103,2.4,0.21411403,6.35,0.02,0.17,585.0,180.487,0.10479,14.245648,,4930.0,0.742,0.761,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),46.2122,Super-Earth
HIP 114933 b,HIP 114933,13.4,1.2,616.58710958,1.94,0.21,,,2.84,1481.6,K0 III,4823.0,5.27,1.39,Radial Velocity,2021.0,Multiple Observatories,101.766,Gas Giant
HIP 116454 b,HIP 116454,2.469,0.22026981,9.7,0.03051961,0.215,753.2,51.2858,0.0792,9.1004157,K1,5048.0,0.758,0.8,Transit,2014.0,K2,62.4491,Super-Earth
HIP 12961 b,HIP 12961,13.2,1.18,114.4188,0.36,0.17,,,0.25,57.435,M0,3901.0,0.65,0.69,Radial Velocity,2010.0,La Silla Observatory,23.371,Gas Giant
HIP 14810 b,HIP 14810,13.0,1.16,1239.537,3.9,0.14399,,,0.0696,6.673892,G5,5544.0,1.07,1.01,Radial Velocity,2005.0,W. M. Keck Observatory,50.48,Gas Giant
HIP 14810 c,HIP 14810,13.6,1.22,416.3573,1.31,0.1566,,,0.549,147.747,G5,5544.0,1.07,1.01,Radial Velocity,2006.0,W. M. Keck Observatory,50.48,Gas Giant
HIP 14810 d,HIP 14810,14.1,1.26,187.5197,0.59,0.185,,,1.94,981.8,G5,5544.0,1.07,1.01,Radial Velocity,2009.0,W. M. Keck Observatory,50.48,Gas Giant
HIP 18606 b,HIP 18606,14.0,1.25,244.72787339,0.77,,,,1.61,674.94,K0/1 III,4860.0,4.83,1.21,Radial Velocity,2025.0,Multiple Observatories,47.0288,Gas Giant
HIP 19976 b,HIP 19976,4.94,0.441,21.61233168,0.068,0.304,,,0.234,50.65905,,4316.0,0.772319,0.67,Radial Velocity,2022.0,Multiple Observatories,40.2707,Neptunian
HIP 21152 b,HIP 21152,12.0,1.07,7627.881768,24.0,0.36,1300.0,,17.0,22000.0,F5 V,6655.0,1.59186,1.4,Imaging,2022.0,Multiple Observatories,43.4073,Gas Giant
HIP 29442 c,TOI-469,1.551,0.13837119,4.5,0.01415858,,1123.0,451.0,0.04518,3.5379559,,5289.0,0.98,0.901,Radial Velocity,2023.0,Paranal Observatory,68.192,Super-Earth
HIP 29442 d,TOI-469,1.538,0.13721141,5.14,0.01617225,,920.0,203.0,0.0673,6.429575,,5289.0,0.98,0.901,Radial Velocity,2023.0,Paranal Observatory,68.192,Super-Earth
HIP 34222 b,HIP 34222,13.9,1.24,263.79757781,0.83,0.305,,,0.492,159.986,K7 V,4050.0,0.6186,0.62,Radial Velocity,2021.0,Cerro Tololo Inter-American Observatory,22.8386,Gas Giant
HIP 35173 b,HIP 35173,3.61,0.322,12.7,0.03995847,0.16,,,0.217,41.516,K2 V,4881.0,0.773404,0.79,Radial Velocity,2019.0,Las Campanas Observatory,33.1562,Neptunian
HIP 35965 b,HIP 35965,12.6,1.12,2589.98368864,8.149,0.138,,,15.898,26125.56497,,4836.0,0.697551,0.78,Radial Velocity,2022.0,Multiple Observatories,50.1677,Gas Giant
HIP 38594 b,HIP 38594,2.77,0.247,8.1,0.02548532,0.17,,,0.256,60.722,M0,4086.3,0.626646,0.61,Radial Velocity,2020.0,Multiple Observatories,17.7886,Neptunian
HIP 38594 c,HIP 38594,7.94,0.708,48.4,0.15228267,0.16,,,3.805,3477.768,M0,4086.3,0.626646,0.61,Radial Velocity,2020.0,Multiple Observatories,17.7886,Gas Giant
HIP 39017 b,HIP 39017,12.0,1.07,7500.7504052,23.6,0.55,,,22.1,31000.0,A9/F0,7201.0,1.51987,1.52,Imaging,2024.0,Multiple Observatories,66.3217,Gas Giant
HIP 4845 b,HIP 4845,3.89,0.347,14.4,0.04530724,0.25,,,0.176,34.15,K7V,4010.0,0.603999,0.62,Radial Velocity,2020.0,Multiple Observatories,21.0974,Neptunian
HIP 48714 b,HIP 48714,5.11,0.456,22.9,0.0720511,0.5,,,0.112,17.818,M0.5 Ve,4015.5,0.595456,0.58,Radial Velocity,2020.0,Multiple Observatories,10.5298,Neptunian
HIP 5158 b,HIP 5158,13.6,1.21,451.0,1.42,0.52,,,0.89,345.72,,4962.0,0.75,0.78,Radial Velocity,2009.0,La Silla Observatory,51.6026,Gas Giant
HIP 5158 c,HIP 5158,12.2,1.09,4780.1632,15.04,0.14,,,7.7,9017.76,,4813.0,0.754089,0.78,Radial Velocity,2011.0,La Silla Observatory,51.6026,Gas Giant
HIP 54373 b,HIP 54373,2.87,0.256,8.62,0.02712142,0.2,,,0.063,7.76,K5 V,4021.0,0.564998,0.57,Radial Velocity,2019.0,Las Campanas Observatory,18.7168,Neptunian
